stem,gt_h,gt_w,lr_h,lr_w,gt_lag1_corr,degenerate
000773,256,256,128,128,0.992986,0
000774,256,256,128,128,0.992983,0
000775,256,256,128,128,0.992988,0
000776,256,256,128,128,0.886536,0
000777,256,256,128,128,0.974647,0
000778,256,256,128,128,0.973567,0
000779,256,256,128,128,0.972016,0
000780,256,256,128,128,0.889119,0
000781,256,256,128,128,0.979224,0
000782,256,256,128,128,0.976659,0
000783,256,256,128,128,0.976261,0
000784,256,256,128,128,0.988253,0
000785,256,256,128,128,0.978524,0
000786,256,256,128,128,0.978332,0
000787,256,256,128,128,0.987303,0
000788,256,256,128,128,0.994093,0
000789,256,256,128,128,0.999194,0
000790,256,256,128,128,0.999212,0
000791,256,256,128,128,0.999169,0
000792,256,256,128,128,0.994549,0
000793,256,256,128,128,0.924445,0
000794,256,256,128,128,0.923180,0
000795,256,256,128,128,0.938972,0
000796,256,256,128,128,0.922078,0
000797,256,256,128,128,0.953902,0
000798,256,256,128,128,0.955083,0
000799,256,256,128,128,0.951144,0
000800,256,256,128,128,0.827786,0
000801,256,256,128,128,0.991683,0
000802,256,256,128,128,0.985885,0
000803,256,256,128,128,0.990892,0
000804,256,256,128,128,0.858746,0
000805,256,256,128,128,0.998776,0
000806,256,256,128,128,0.999249,0
000807,256,256,128,128,0.999186,0
000808,256,256,128,128,0.958700,0
000809,256,256,128,128,0.984260,0
000810,256,256,128,128,0.984934,0
000811,256,256,128,128,0.974254,0
000812,256,256,128,128,0.946432,0
000813,256,256,128,128,0.929265,0
000814,256,256,128,128,0.929561,0
000815,256,256,128,128,0.922527,0
000816,256,256,128,128,0.952220,0
000817,256,256,128,128,0.859357,0
000818,256,256,128,128,0.874932,0
000819,256,256,128,128,0.846596,0
000820,256,256,128,128,0.892938,0
000821,256,256,128,128,0.971668,0
000822,256,256,128,128,0.974787,0
000823,256,256,128,128,0.973961,0
000824,256,256,128,128,0.976871,0
000825,256,256,128,128,0.979283,0
000826,256,256,128,128,0.981620,0
000827,256,256,128,128,0.959272,0
000828,256,256,128,128,0.998272,0
000829,256,256,128,128,0.905368,0
000830,256,256,128,128,0.907228,0
000831,256,256,128,128,0.944064,0
000832,256,256,128,128,0.971174,0
000833,256,256,128,128,0.974156,0
000834,256,256,128,128,0.957913,0
000835,256,256,128,128,0.964140,0
000836,256,256,128,128,0.803721,0
000837,256,256,128,128,0.946565,0
000838,256,256,128,128,0.935519,0
000839,256,256,128,128,0.939521,0
000840,256,256,128,128,0.994094,0
000841,256,256,128,128,0.997280,0
000842,256,256,128,128,0.996290,0
000843,256,256,128,128,0.997184,0
000844,256,256,128,128,0.933622,0
000845,256,256,128,128,0.992869,0
000846,256,256,128,128,0.991191,0
000847,256,256,128,128,0.992875,0
000848,256,256,128,128,0.991825,0
000849,256,256,128,128,0.990083,0
000850,256,256,128,128,0.989793,0
000851,256,256,128,128,0.990756,0
000852,256,256,128,128,0.923473,0
000853,256,256,128,128,0.921106,0
000854,256,256,128,128,0.907246,0
000855,256,256,128,128,0.893985,0
000856,256,256,128,128,0.938861,0
000857,256,256,128,128,0.993086,0
000858,256,256,128,128,0.989985,0
000859,256,256,128,128,0.987735,0
000860,256,256,128,128,0.991010,0
000861,256,256,128,128,0.985764,0
000862,256,256,128,128,0.987091,0
000863,256,256,128,128,0.987078,0
000864,256,256,128,128,0.859831,0
000865,256,256,128,128,0.855214,0
000866,256,256,128,128,0.854788,0
000867,256,256,128,128,0.855183,0
000868,256,256,128,128,0.968605,0
000869,256,256,128,128,0.880075,0
000870,256,256,128,128,0.879929,0
000871,256,256,128,128,0.854435,0
000872,256,256,128,128,0.991393,0
000873,256,256,128,128,0.928443,0
000874,256,256,128,128,0.907442,0
000875,256,256,128,128,0.901748,0
000876,256,256,128,128,0.989992,0
000877,256,256,128,128,0.994249,0
000878,256,256,128,128,0.994357,0
000879,256,256,128,128,0.993021,0
000880,256,256,128,128,0.981753,0
000881,256,256,128,128,0.992748,0
000882,256,256,128,128,0.992575,0
000883,256,256,128,128,0.992960,0
000884,256,256,128,128,0.885513,0
000885,256,256,128,128,0.963347,0
000886,256,256,128,128,0.966149,0
000887,256,256,128,128,0.963337,0
000888,256,256,128,128,0.984089,0
000889,256,256,128,128,0.998869,0
000890,256,256,128,128,0.998686,0
000891,256,256,128,128,0.998948,0
000892,256,256,128,128,0.897473,0
000893,256,256,128,128,0.687343,0
000894,256,256,128,128,0.744077,0
000895,256,256,128,128,0.765225,0
000896,256,256,128,128,0.967666,0
000897,256,256,128,128,0.983008,0
000898,256,256,128,128,0.985479,0
000899,256,256,128,128,0.987010,0
000900,256,256,128,128,0.273509,1
000901,256,256,128,128,0.962766,0
000902,256,256,128,128,0.962915,0
000903,256,256,128,128,0.967414,0
000904,256,256,128,128,0.947135,0
000905,256,256,128,128,0.339360,1
000906,256,256,128,128,0.930999,0
000907,256,256,128,128,0.396618,1
000908,256,256,128,128,0.969577,0
000909,256,256,128,128,0.994124,0
000910,256,256,128,128,0.991229,0
000911,256,256,128,128,0.993474,0
000912,256,256,128,128,0.992408,0
000913,256,256,128,128,0.884402,0
000914,256,256,128,128,0.887535,0
000915,256,256,128,128,0.890826,0
000916,256,256,128,128,0.804940,0
000917,256,256,128,128,0.963929,0
000918,256,256,128,128,0.964787,0
000919,256,256,128,128,0.962722,0
000920,256,256,128,128,0.833681,0
000921,256,256,128,128,0.947699,0
000922,256,256,128,128,0.963110,0
000923,256,256,128,128,0.947067,0
000924,256,256,128,128,0.998848,0
000925,256,256,128,128,0.968123,0
000926,256,256,128,128,0.967202,0
000927,256,256,128,128,0.966009,0
000928,256,256,128,128,0.980593,0
000929,256,256,128,128,0.994791,0
000930,256,256,128,128,0.994938,0
000931,256,256,128,128,0.995485,0
000932,256,256,128,128,0.964637,0
000933,256,256,128,128,0.977597,0
000934,256,256,128,128,0.976892,0
000935,256,256,128,128,0.977205,0
000936,256,256,128,128,0.891017,0
000937,256,256,128,128,0.980269,0
000938,256,256,128,128,0.990861,0
000939,256,256,128,128,0.979517,0
000940,256,256,128,128,0.728669,0
000941,256,256,128,128,0.997651,0
000942,256,256,128,128,0.997661,0
000943,256,256,128,128,0.997735,0
000944,256,256,128,128,0.998153,0
000945,256,256,128,128,0.998788,0
000946,256,256,128,128,0.998840,0
000947,256,256,128,128,0.998706,0
000948,256,256,128,128,0.919532,0
000949,256,256,128,128,0.985679,0
000950,256,256,128,128,0.986739,0
000951,256,256,128,128,0.988856,0
000952,256,256,128,128,0.919155,0
000953,256,256,128,128,0.987643,0
000954,256,256,128,128,0.989328,0
000955,256,256,128,128,0.987619,0
000956,256,256,128,128,0.894483,0
000957,256,256,128,128,0.002584,1
000958,256,256,128,128,-0.004346,1
000959,256,256,128,128,-0.000776,1
000960,256,256,128,128,0.992911,0
000961,256,256,128,128,0.995204,0
000962,256,256,128,128,0.994843,0
000963,256,256,128,128,0.995186,0
000964,256,256,128,128,0.979479,0
000965,256,256,128,128,0.980797,0
000966,256,256,128,128,0.980802,0
000967,256,256,128,128,0.980793,0
000968,256,256,128,128,0.842858,0
000969,256,256,128,128,0.933077,0
000970,256,256,128,128,0.936284,0
000971,256,256,128,128,0.938096,0
000972,256,256,128,128,0.995410,0
000973,256,256,128,128,0.987442,0
000974,256,256,128,128,0.988874,0
000975,256,256,128,128,0.984270,0
000976,256,256,128,128,0.958247,0
000977,256,256,128,128,0.988902,0
000978,256,256,128,128,0.990234,0
000979,256,256,128,128,0.994053,0
000980,256,256,128,128,0.759111,0
000981,256,256,128,128,0.872879,0
000982,256,256,128,128,0.873453,0
000983,256,256,128,128,0.932729,0
000984,256,256,128,128,0.000745,1
000985,256,256,128,128,0.993222,0
000986,256,256,128,128,0.993221,0
000987,256,256,128,128,0.994999,0
000988,256,256,128,128,0.959012,0
000989,256,256,128,128,0.991903,0
000990,256,256,128,128,0.991760,0
000991,256,256,128,128,0.987270,0
000992,256,256,128,128,0.992195,0
000993,256,256,128,128,0.988590,0
000994,256,256,128,128,0.988154,0
000995,256,256,128,128,0.988080,0
000996,256,256,128,128,0.974683,0
000997,256,256,128,128,0.992521,0
000998,256,256,128,128,0.991836,0
000999,256,256,128,128,0.991662,0
001000,256,256,128,128,0.766288,0
001001,256,256,128,128,0.969531,0
001002,256,256,128,128,0.920934,0
001003,256,256,128,128,0.970141,0
001004,256,256,128,128,0.955913,0
001005,256,256,128,128,0.996682,0
001006,256,256,128,128,0.996732,0
001007,256,256,128,128,0.996701,0
001008,256,256,128,128,0.959385,0
001009,256,256,128,128,0.993454,0
001010,256,256,128,128,0.995130,0
001011,256,256,128,128,0.995325,0
001012,256,256,128,128,0.954978,0
001013,256,256,128,128,0.987929,0
001014,256,256,128,128,0.988160,0
001015,256,256,128,128,0.993226,0
001016,256,256,128,128,0.967792,0
001017,256,256,128,128,0.989917,0
001018,256,256,128,128,0.985730,0
001019,256,256,128,128,0.989057,0
001020,256,256,128,128,0.898508,0
001021,256,256,128,128,0.858479,0
001022,256,256,128,128,0.868488,0
001023,256,256,128,128,0.909094,0
001024,256,256,128,128,0.988844,0
001025,256,256,128,128,0.968265,0
001026,256,256,128,128,0.965814,0
001027,256,256,128,128,0.964603,0
001028,256,256,128,128,0.980560,0
001029,256,256,128,128,0.989698,0
001030,256,256,128,128,0.989693,0
001031,256,256,128,128,0.986816,0
001032,256,256,128,128,0.872743,0
001033,256,256,128,128,0.853223,0
001034,256,256,128,128,0.850469,0
001035,256,256,128,128,0.853193,0
001036,256,256,128,128,0.965158,0
001037,256,256,128,128,0.939662,0
001038,256,256,128,128,0.945020,0
001039,256,256,128,128,0.933449,0
001040,256,256,128,128,0.980344,0
001041,256,256,128,128,0.970112,0
001042,256,256,128,128,0.970178,0
001043,256,256,128,128,0.972182,0
001044,256,256,128,128,0.976703,0
001045,256,256,128,128,0.992146,0
001046,256,256,128,128,0.993461,0
001047,256,256,128,128,0.994227,0
001048,256,256,128,128,0.982284,0
001049,256,256,128,128,0.994487,0
001050,256,256,128,128,0.993594,0
001051,256,256,128,128,0.995571,0
001052,256,256,128,128,0.994414,0
001053,256,256,128,128,0.999077,0
001054,256,256,128,128,0.998942,0
001055,256,256,128,128,0.999111,0
001056,256,256,128,128,0.873403,0
001057,256,256,128,128,0.855949,0
001058,256,256,128,128,0.863045,0
001059,256,256,128,128,0.863057,0
001060,256,256,128,128,0.980786,0
001061,256,256,128,128,0.986755,0
001062,256,256,128,128,0.986570,0
001063,256,256,128,128,0.986182,0
001064,256,256,128,128,0.998228,0
001065,256,256,128,128,0.989231,0
001066,256,256,128,128,0.990046,0
001067,256,256,128,128,0.990352,0
001068,256,256,128,128,0.932201,0
001069,256,256,128,128,0.914223,0
001070,256,256,128,128,0.913590,0
001071,256,256,128,128,0.899762,0
001072,256,256,128,128,0.979926,0
001073,256,256,128,128,0.971753,0
001074,256,256,128,128,0.969628,0
001075,256,256,128,128,0.971870,0
001076,256,256,128,128,0.873359,0
001077,256,256,128,128,0.712854,0
001078,256,256,128,128,0.865321,0
001079,256,256,128,128,0.930885,0
001080,256,256,128,128,0.984657,0
001081,256,256,128,128,0.999032,0
001082,256,256,128,128,0.999109,0
001083,256,256,128,128,0.999022,0
001084,256,256,128,128,0.995053,0
001085,256,256,128,128,0.997444,0
001086,256,256,128,128,0.997272,0
001087,256,256,128,128,0.997000,0
001088,256,256,128,128,0.971478,0
001089,256,256,128,128,0.985715,0
001090,256,256,128,128,0.984054,0
001091,256,256,128,128,0.983747,0
001092,256,256,128,128,0.945172,0
001093,256,256,128,128,0.993021,0
001094,256,256,128,128,0.993066,0
001095,256,256,128,128,0.992934,0
001096,256,256,128,128,0.933717,0
001097,256,256,128,128,0.929624,0
001098,256,256,128,128,0.936228,0
001099,256,256,128,128,0.951983,0
001100,256,256,128,128,0.864051,0
001101,256,256,128,128,0.940438,0
001102,256,256,128,128,0.958779,0
001103,256,256,128,128,0.956835,0
001104,256,256,128,128,0.836647,0
001105,256,256,128,128,0.930607,0
001106,256,256,128,128,0.914130,0
001107,256,256,128,128,0.948294,0
001108,256,256,128,128,0.893826,0
001109,256,256,128,128,0.964878,0
001110,256,256,128,128,0.958851,0
001111,256,256,128,128,0.966399,0
001112,256,256,128,128,0.949675,0
001113,256,256,128,128,0.993515,0
001114,256,256,128,128,0.994127,0
001115,256,256,128,128,0.993319,0
001116,256,256,128,128,0.980246,0
001117,256,256,128,128,0.965143,0
001118,256,256,128,128,0.965597,0
001119,256,256,128,128,0.966508,0
001120,256,256,128,128,0.892065,0
001121,256,256,128,128,0.934871,0
001122,256,256,128,128,0.918029,0
001123,256,256,128,128,0.933418,0
001124,256,256,128,128,0.989665,0
001125,256,256,128,128,0.979932,0
001126,256,256,128,128,0.981983,0
001127,256,256,128,128,0.984066,0
001128,256,256,128,128,0.992057,0
001129,256,256,128,128,0.990956,0
001130,256,256,128,128,0.992530,0
001131,256,256,128,128,0.990957,0
001132,256,256,128,128,0.913546,0
001133,256,256,128,128,0.941087,0
001134,256,256,128,128,0.939901,0
001135,256,256,128,128,0.942621,0
001136,256,256,128,128,0.951634,0
001137,256,256,128,128,0.968945,0
001138,256,256,128,128,0.964245,0
001139,256,256,128,128,0.964226,0
001140,256,256,128,128,0.934721,0
001141,256,256,128,128,0.965955,0
001142,256,256,128,128,0.959556,0
001143,256,256,128,128,0.973926,0
001144,256,256,128,128,0.946298,0
001145,256,256,128,128,0.958563,0
001146,256,256,128,128,0.958620,0
001147,256,256,128,128,0.956287,0
001148,256,256,128,128,0.814104,0
001149,256,256,128,128,0.886252,0
001150,256,256,128,128,0.886530,0
001151,256,256,128,128,0.886521,0
001152,256,256,128,128,0.944183,0
001153,256,256,128,128,0.975431,0
001154,256,256,128,128,0.975033,0
001155,256,256,128,128,0.973156,0
001156,256,256,128,128,0.983745,0
001157,256,256,128,128,0.944662,0
001158,256,256,128,128,0.944437,0
001159,256,256,128,128,0.943461,0
001160,256,256,128,128,0.997363,0
001161,256,256,128,128,0.995475,0
001162,256,256,128,128,0.993513,0
001163,256,256,128,128,0.994685,0
001164,256,256,128,128,0.940150,0
001165,256,256,128,128,0.994762,0
001166,256,256,128,128,0.994761,0
001167,256,256,128,128,0.991844,0
001168,256,256,128,128,0.929610,0
001169,256,256,128,128,0.831320,0
001170,256,256,128,128,0.834501,0
001171,256,256,128,128,0.831106,0
001172,256,256,128,128,0.994568,0
001173,256,256,128,128,0.995970,0
001174,256,256,128,128,0.995640,0
001175,256,256,128,128,0.996033,0
001176,256,256,128,128,0.834440,0
001177,256,256,128,128,0.961718,0
001178,256,256,128,128,0.972784,0
001179,256,256,128,128,0.973307,0
001180,256,256,128,128,0.899141,0
001181,256,256,128,128,0.933764,0
001182,256,256,128,128,0.928769,0
001183,256,256,128,128,0.932855,0
001184,256,256,128,128,0.948120,0
001185,256,256,128,128,0.925041,0
001186,256,256,128,128,0.936875,0
001187,256,256,128,128,0.928899,0
001188,256,256,128,128,0.949748,0
001189,256,256,128,128,0.703605,0
001190,256,256,128,128,0.723623,0
001191,256,256,128,128,0.709014,0
001192,256,256,128,128,0.985603,0
001193,256,256,128,128,0.969214,0
001194,256,256,128,128,0.978212,0
001195,256,256,128,128,0.979641,0
001196,256,256,128,128,0.999006,0
001197,256,256,128,128,0.980128,0
001198,256,256,128,128,0.977703,0
001199,256,256,128,128,0.986039,0
001200,256,256,128,128,0.990521,0
001201,256,256,128,128,0.988611,0
001202,256,256,128,128,0.990120,0
001203,256,256,128,128,0.988577,0
001204,256,256,128,128,0.838798,0
001205,256,256,128,128,0.989520,0
001206,256,256,128,128,0.956906,0
001207,256,256,128,128,0.990025,0
001208,256,256,128,128,0.467813,1
001209,256,256,128,128,0.696670,0
001210,256,256,128,128,0.686400,0
001211,256,256,128,128,0.695566,0
001212,256,256,128,128,0.939640,0
001213,256,256,128,128,0.884712,0
001214,256,256,128,128,0.896415,0
001215,256,256,128,128,0.893476,0
001216,256,256,128,128,0.882070,0
001217,256,256,128,128,0.922625,0
001218,256,256,128,128,0.919665,0
001219,256,256,128,128,0.922700,0
001220,256,256,128,128,0.929282,0
001221,256,256,128,128,0.960192,0
001222,256,256,128,128,0.960170,0
001223,256,256,128,128,0.959339,0
001224,256,256,128,128,0.607379,0
001225,256,256,128,128,0.997884,0
001226,256,256,128,128,0.997877,0
001227,256,256,128,128,0.997506,0
001228,256,256,128,128,0.979068,0
001229,256,256,128,128,0.977815,0
001230,256,256,128,128,0.978717,0
001231,256,256,128,128,0.979265,0
001232,256,256,128,128,0.959726,0
001233,256,256,128,128,0.988430,0
001234,256,256,128,128,0.988938,0
001235,256,256,128,128,0.989419,0
001236,256,256,128,128,0.701131,0
001237,256,256,128,128,0.993980,0
001238,256,256,128,128,0.950634,0
001239,256,256,128,128,0.994923,0
001240,256,256,128,128,0.958195,0
001241,256,256,128,128,0.967201,0
001242,256,256,128,128,0.970373,0
001243,256,256,128,128,0.966521,0
001244,256,256,128,128,0.971028,0
001245,256,256,128,128,0.988673,0
001246,256,256,128,128,0.988884,0
001247,256,256,128,128,0.989540,0
001248,256,256,128,128,0.950929,0
001249,256,256,128,128,0.974378,0
001250,256,256,128,128,0.972070,0
001251,256,256,128,128,0.974374,0
001252,256,256,128,128,0.885225,0
001253,256,256,128,128,0.999322,0
001254,256,256,128,128,0.999084,0
001255,256,256,128,128,0.999272,0
001256,256,256,128,128,0.893562,0
001257,256,256,128,128,0.966469,0
001258,256,256,128,128,0.944152,0
001259,256,256,128,128,0.966815,0
001260,256,256,128,128,0.736702,0
001261,256,256,128,128,0.990389,0
001262,256,256,128,128,0.991198,0
001263,256,256,128,128,0.989574,0
001264,256,256,128,128,0.954970,0
001265,256,256,128,128,0.995950,0
001266,256,256,128,128,0.995967,0
001267,256,256,128,128,0.992850,0
001268,256,256,128,128,0.996736,0
001269,256,256,128,128,0.999800,0
001270,256,256,128,128,0.999783,0
001271,256,256,128,128,0.999812,0
001272,256,256,128,128,0.950316,0
001273,256,256,128,128,0.980886,0
001274,256,256,128,128,0.972850,0
001275,256,256,128,128,0.980793,0
001276,256,256,128,128,0.944263,0
001277,256,256,128,128,0.973829,0
001278,256,256,128,128,0.977670,0
001279,256,256,128,128,0.977663,0
001280,256,256,128,128,0.817033,0
001281,256,256,128,128,0.553297,0
001282,256,256,128,128,0.541124,0
001283,256,256,128,128,0.556506,0
001284,256,256,128,128,0.993243,0
001285,256,256,128,128,0.218099,1
001286,256,256,128,128,0.237038,1
001287,256,256,128,128,0.228353,1
001288,256,256,128,128,0.998213,0
001289,256,256,128,128,0.767708,0
001290,256,256,128,128,0.755383,0
001291,256,256,128,128,0.756235,0
001292,256,256,128,128,0.932894,0
001293,256,256,128,128,0.896459,0
001294,256,256,128,128,0.888166,0
001295,256,256,128,128,0.890718,0
001296,256,256,128,128,0.991385,0
001297,256,256,128,128,0.996545,0
001298,256,256,128,128,0.996262,0
001299,256,256,128,128,0.983702,0
001300,256,256,128,128,0.991503,0
001301,256,256,128,128,0.994800,0
001302,256,256,128,128,0.994868,0
001303,256,256,128,128,0.993540,0
001304,256,256,128,128,0.939241,0
001305,256,256,128,128,0.714932,0
001306,256,256,128,128,0.750601,0
001307,256,256,128,128,0.720874,0
001308,256,256,128,128,0.887875,0
001309,256,256,128,128,0.845507,0
001310,256,256,128,128,0.856776,0
001311,256,256,128,128,0.837875,0
001312,256,256,128,128,0.647133,0
001313,256,256,128,128,0.835925,0
001314,256,256,128,128,0.829320,0
001315,256,256,128,128,0.813904,0
001316,256,256,128,128,0.941782,0
001317,256,256,128,128,0.950165,0
001318,256,256,128,128,0.950161,0
001319,256,256,128,128,0.951898,0
001320,256,256,128,128,0.991364,0
001321,256,256,128,128,0.985665,0
001322,256,256,128,128,0.985144,0
001323,256,256,128,128,0.985008,0
001324,256,256,128,128,0.872278,0
001325,256,256,128,128,0.921522,0
001326,256,256,128,128,0.934742,0
001327,256,256,128,128,0.919308,0
001328,256,256,128,128,0.992091,0
001329,256,256,128,128,0.996090,0
001330,256,256,128,128,0.992817,0
001331,256,256,128,128,0.992814,0
001332,256,256,128,128,0.916646,0
001333,256,256,128,128,0.346268,1
001334,256,256,128,128,0.340858,1
001335,256,256,128,128,0.336842,1
001336,256,256,128,128,0.960943,0
001337,256,256,128,128,0.944826,0
001338,256,256,128,128,0.944938,0
001339,256,256,128,128,0.935341,0
001340,256,256,128,128,0.993120,0
001341,256,256,128,128,0.999136,0
001342,256,256,128,128,0.999147,0
001343,256,256,128,128,0.999232,0
001344,256,256,128,128,0.947324,0
001345,256,256,128,128,0.847115,0
001346,256,256,128,128,0.852217,0
001347,256,256,128,128,0.944028,0
001348,256,256,128,128,0.995211,0
001349,256,256,128,128,0.995702,0
001350,256,256,128,128,0.987508,0
001351,256,256,128,128,0.991028,0
001352,256,256,128,128,0.886880,0
001353,256,256,128,128,0.985908,0
001354,256,256,128,128,0.986586,0
001355,256,256,128,128,0.986056,0
001356,256,256,128,128,0.850215,0
001357,256,256,128,128,0.902794,0
001358,256,256,128,128,0.902840,0
001359,256,256,128,128,0.902781,0
001360,256,256,128,128,0.828316,0
001361,256,256,128,128,0.843702,0
001362,256,256,128,128,0.830101,0
001363,256,256,128,128,0.884347,0
001364,256,256,128,128,0.919357,0
001365,256,256,128,128,0.784683,0
001366,256,256,128,128,0.759941,0
001367,256,256,128,128,0.758274,0
001368,256,256,128,128,0.998171,0
001369,256,256,128,128,0.933214,0
001370,256,256,128,128,0.936675,0
001371,256,256,128,128,0.936986,0
001372,256,256,128,128,0.949414,0
001373,256,256,128,128,0.987410,0
001374,256,256,128,128,0.989799,0
001375,256,256,128,128,0.989072,0
001376,256,256,128,128,0.984051,0
001377,256,256,128,128,0.988153,0
001378,256,256,128,128,0.979254,0
001379,256,256,128,128,0.988434,0
001380,256,256,128,128,0.957181,0
001381,256,256,128,128,0.919329,0
001382,256,256,128,128,0.907088,0
001383,256,256,128,128,0.903625,0
001384,256,256,128,128,0.816759,0
001385,256,256,128,128,0.846524,0
001386,256,256,128,128,0.845842,0
001387,256,256,128,128,0.844950,0
001388,256,256,128,128,0.885119,0
001389,256,256,128,128,0.993773,0
001390,256,256,128,128,0.993187,0
001391,256,256,128,128,0.994515,0
001392,256,256,128,128,0.990536,0
001393,256,256,128,128,0.979353,0
001394,256,256,128,128,0.979592,0
001395,256,256,128,128,0.980260,0
001396,256,256,128,128,0.978363,0
001397,256,256,128,128,0.885785,0
001398,256,256,128,128,0.885752,0
001399,256,256,128,128,0.885734,0
001400,256,256,128,128,0.985327,0
001401,256,256,128,128,0.998234,0
001402,256,256,128,128,0.998364,0
001403,256,256,128,128,0.998479,0
001404,256,256,128,128,0.822570,0
001405,256,256,128,128,0.991958,0
001406,256,256,128,128,0.981162,0
001407,256,256,128,128,0.992167,0
001408,256,256,128,128,0.986590,0
001409,256,256,128,128,0.995181,0
001410,256,256,128,128,0.995708,0
001411,256,256,128,128,0.995256,0
001412,256,256,128,128,0.952081,0
001413,256,256,128,128,0.952308,0
001414,256,256,128,128,0.952245,0
001415,256,256,128,128,0.952311,0
001416,256,256,128,128,0.995284,0
001417,256,256,128,128,0.981915,0
001418,256,256,128,128,0.983997,0
001419,256,256,128,128,0.980608,0
001420,256,256,128,128,0.960504,0
001421,256,256,128,128,0.990828,0
001422,256,256,128,128,0.991041,0
001423,256,256,128,128,0.992245,0
001424,256,256,128,128,0.932918,0
001425,256,256,128,128,0.966458,0
001426,256,256,128,128,0.961422,0
001427,256,256,128,128,0.970815,0
001428,256,256,128,128,0.965171,0
001429,256,256,128,128,0.965879,0
001430,256,256,128,128,0.966434,0
001431,256,256,128,128,0.966015,0
001432,256,256,128,128,0.995730,0
001433,256,256,128,128,0.997769,0
001434,256,256,128,128,0.997667,0
001435,256,256,128,128,0.997669,0
001436,256,256,128,128,0.991592,0
001437,256,256,128,128,0.975601,0
001438,256,256,128,128,0.975605,0
001439,256,256,128,128,0.978327,0
001440,256,256,128,128,0.970485,0
001441,256,256,128,128,0.969840,0
001442,256,256,128,128,0.969895,0
001443,256,256,128,128,0.967493,0
001444,256,256,128,128,0.898898,0
001445,256,256,128,128,0.956883,0
001446,256,256,128,128,0.957421,0
001447,256,256,128,128,0.957578,0
001448,256,256,128,128,0.929012,0
001449,256,256,128,128,0.997301,0
001450,256,256,128,128,0.998770,0
001451,256,256,128,128,0.998032,0
001452,256,256,128,128,0.927106,0
001453,256,256,128,128,0.998162,0
001454,256,256,128,128,0.998021,0
001455,256,256,128,128,0.998321,0
001456,256,256,128,128,0.961446,0
001457,256,256,128,128,0.926328,0
001458,256,256,128,128,0.931444,0
001459,256,256,128,128,0.928655,0
001460,256,256,128,128,0.825080,0
001461,256,256,128,128,0.977250,0
001462,256,256,128,128,0.972475,0
001463,256,256,128,128,0.977357,0
001464,256,256,128,128,0.895830,0
001465,256,256,128,128,0.997217,0
001466,256,256,128,128,0.997208,0
001467,256,256,128,128,0.997220,0
001468,256,256,128,128,0.990272,0
001469,256,256,128,128,0.985244,0
001470,256,256,128,128,0.975862,0
001471,256,256,128,128,0.988240,0
001472,256,256,128,128,0.994609,0
001473,256,256,128,128,0.984373,0
001474,256,256,128,128,0.988293,0
001475,256,256,128,128,0.985442,0
001476,256,256,128,128,0.951526,0
001477,256,256,128,128,0.969034,0
001478,256,256,128,128,0.969443,0
001479,256,256,128,128,0.967954,0
001480,256,256,128,128,0.856717,0
001481,256,256,128,128,0.982511,0
001482,256,256,128,128,0.980602,0
001483,256,256,128,128,0.983243,0
001484,256,256,128,128,0.995403,0
001485,256,256,128,128,0.998099,0
001486,256,256,128,128,0.998783,0
001487,256,256,128,128,0.996871,0
001488,256,256,128,128,0.934748,0
001489,256,256,128,128,0.902621,0
001490,256,256,128,128,0.900134,0
001491,256,256,128,128,0.907947,0
001492,256,256,128,128,0.915543,0
001493,256,256,128,128,0.994034,0
001494,256,256,128,128,0.995060,0
001495,256,256,128,128,0.995061,0
001496,256,256,128,128,0.990692,0
001497,256,256,128,128,0.993627,0
001498,256,256,128,128,0.995769,0
001499,256,256,128,128,0.995772,0
001500,256,256,128,128,0.958272,0
001501,256,256,128,128,0.959558,0
001502,256,256,128,128,0.951751,0
001503,256,256,128,128,0.954953,0
001504,256,256,128,128,0.812394,0
001505,256,256,128,128,0.937766,0
001506,256,256,128,128,0.932955,0
001507,256,256,128,128,0.940933,0
001508,256,256,128,128,0.907447,0
001509,256,256,128,128,0.835256,0
001510,256,256,128,128,0.835269,0
001511,256,256,128,128,0.835285,0
001512,256,256,128,128,0.989453,0
001513,256,256,128,128,0.822199,0
001514,256,256,128,128,0.821811,0
001515,256,256,128,128,0.821764,0
001516,256,256,128,128,0.957955,0
001517,256,256,128,128,0.979325,0
001518,256,256,128,128,0.977286,0
001519,256,256,128,128,0.977342,0
001520,256,256,128,128,0.988588,0
001521,256,256,128,128,0.989126,0
001522,256,256,128,128,0.989057,0
001523,256,256,128,128,0.989110,0
001524,256,256,128,128,0.961880,0
001525,256,256,128,128,0.998106,0
001526,256,256,128,128,0.998087,0
001527,256,256,128,128,0.997821,0
001528,256,256,128,128,0.949991,0
001529,256,256,128,128,0.976147,0
001530,256,256,128,128,0.975596,0
001531,256,256,128,128,0.977133,0
001532,256,256,128,128,0.994167,0
001533,256,256,128,128,0.936649,0
001534,256,256,128,128,0.931419,0
001535,256,256,128,128,0.932297,0
001536,256,256,128,128,0.909588,0
001537,256,256,128,128,0.993680,0
001538,256,256,128,128,0.990938,0
001539,256,256,128,128,0.990945,0
001540,256,256,128,128,0.995138,0
001541,256,256,128,128,0.944823,0
001542,256,256,128,128,0.952666,0
001543,256,256,128,128,0.950531,0
001544,256,256,128,128,0.852906,0
001545,256,256,128,128,0.977465,0
001546,256,256,128,128,0.978252,0
001547,256,256,128,128,0.977210,0
